,tanggal,pengguna,tweet,stemming & clean text,sentiment
732,2022-07-02 22:46:04,eko1340,Ini lebih seperti sikap di militer sih Yg mana anggota harus tunduk kepada komandan,ini lebih seperti sikap di militer sih yg mana anggota harus tunduk kepada komandan,Netral
733,2022-07-02 22:45:53,mesisaan,MENANTI OLEH OLEH JOKOWI,nanti oleh oleh jokowi,Netral
734,2022-07-02 22:45:52,mesisaan,KEREN JOKOWI BERHASIL PRANK SEDUNIA,keren jokowi hasil prank dunia,Netral
735,2022-07-02 22:45:21,Syofiande5motor,7 kan saya sudah bilang hati hati ama manusia ini susah bener kalau dikasih tau dia itu dajjal kecil dilawan bukan kerja sama gak belajar belajar Iran koalisi saya jadi kebawa bawa gempa jadinya nih kelewat sakti emang ini dajjal kecil satu,7 kan saya sudah bilang hati hati ama manusia ini susah bener kalau kasih tau dia itu dajjal kecil lawan bukan kerja sama gak ajar ajar iran koalisi saya jadi bawa bawa gempa jadi nih lewat sakti emang ini dajjal kecil satu,Netral
736,2022-07-02 22:45:19,RadarKorupsi,Menurut kami ini isyarat agar tak perlu sok tahu dari segala ketidaktahuannya karena miskin literasi dan gak paham sejarah,turut kami ini isyarat agar tak perlu sok tahu dari segala ketidaktahuannya karena miskin literasi dan gak paham sejarah,Netral
737,2022-07-02 22:45:03,Vay43078800,Sapa kitaaa mbok yoo tau diri sedikitlah,sapa kitaaa mbok yoo tau diri sedikit,Netral
738,2022-07-02 22:45:01,kontenislam_com,Jerry Massie Jokowi Lebih Baik ke Papua Ketimbang Cari Sensasi Politik Rusia Ukraina,jerry massie jokowi lebih baik ke papua ketimbang cari sensasi politik rusia ukraina,Netral
739,2022-07-02 22:44:59,savanthe,Mantap anda memainkan pembohongan yang sama di luar negeri Kita lihat dan buktikan apakah negara atau pemimpin dunia percaya atas apa yang selama ini anda lakukan di Indonesia didu,mantap anda main bohong yang sama di luar negeri kita lihat dan bukti apakah negara atau pimpin dunia percaya atas apa yang lama ini anda laku di indonesia didu,Positif
740,2022-07-02 22:44:52,Ndalem4,Krn grogi suaranya pelan jd yg di ajak ngomong sedikit merunduk biar dengar,krn grogi suara pelan jd yg di ajak ngomong sedikit runduk biar dengar,Netral
741,2022-07-02 22:44:50,GrumpyOldBoii,crab dirs Maklum lah orang2 yg katanya penulis ini memang sedang ngelunjak di jaman jokowi ini krn dibiarkan tumbuh bebas,crab dirs maklum lah orang2 yg kata tulis ini memang sedang ngelunjak di jaman jokowi ini krn biar tumbuh bebas,Netral
742,2022-07-02 22:44:36,Samudra671,Kumpulan makhluk makhluk PEMARAH berkedok ISLAM yg sebenernya Haus Kekuasaan Seharusnya si Bahtiar Nasir ini sdh ad d Nusa Kambangan,kumpul makhluk makhluk marah kedok islam yg sebenernya haus kuasa harus si bahtiar nasir ini sdh ad d nusa kambang,Netral
743,2022-07-02 22:44:35,Gandawan,Masih ingat tipu muslihat tahun 2014 Jokowi Presiden Dollar 10 000,masih ingat tipu muslihat tahun 2014 jokowi presiden dollar 10 000,Netral
744,2022-07-02 22:44:27,Big_G_Hermosa,Saffira Polri Oh Hoax ya laporin juga donk media2 yang memuat berita tersebut D Warga Jasinga Diberi Tanah oleh Jokowi Lalu Disita Satgas BLBI,saffira polri oh hoax ya laporin juga donk media2 yang muat berita sebut d warga jasinga beri tanah oleh jokowi lalu sita satgas blbi,Netral
745,2022-07-02 22:44:12,AkekHera,Leres Ning usaha ikhtiar dan doa sdh di lakukan Bapak Presiden kita,les ning usaha ikhtiar dan doa sdh di laku bapak presiden kita,Netral
746,2022-07-02 22:44:09,AJabarsyah,mujani Pergunakan otak utk menganalisa jangan dengkul,mujani guna otak utk menganalisa jangan dengkul,Netral
747,2022-07-02 22:44:09,Cavill08,Serhii Nikiforov lebih lanjut mengatakan topik pembicaraan utama saat Jokowi ke Ukraina adalah blokade pelabuhan Ukraina yang membuat ekspor biji bijian terganggu Topik utamanya itu ternyata duh,serhii nikiforov lebih lanjut kata topik bicara utama saat jokowi ke ukraina adalah blokade labuh ukraina yang buat ekspor biji biji ganggu topik utama itu nyata duh,Negative
748,2022-07-02 22:44:06,abraham_sukamto,Saffira Polri Pengkhianat negara selalu ditiap generasi Mereka merusak merongrong bahkan menghancurkan bangsanya dgn sukarela Mojophit runtuh karena ada pengkhianat RI mau runtuh karena pengkhianat,saffira polri khianat negara selalu tiap generasi mereka rusak rongrong bahkan hancur bangsa dgn sukarela mojophit runtuh karena ada khianat ri mau runtuh karena khianat,Netral
749,2022-07-02 22:43:51,kontenislam_com,Bersurat ke Jokowi Beathor Suryadi Berulang Kali Bapak Teriak Tapi Kok Mafia Tanah Makin Subur,surat ke jokowi beathor suryadi ulang kali bapak teriak tapi kok mafia tanah makin subur,Netral
750,2022-07-02 22:43:38,abi_hasna,Hadeuh,hadeuh,Netral
751,2022-07-02 22:43:13,febprimasaya,Dari dulu ngibul terus,dari dulu ngibul terus,Netral
752,2022-07-02 22:42:59,l_La_Galigo,i Bukannya desakan dari nato jokowi berkunjung ke ukraina Yg beritanya dengan persenjataan lengkap dengan amunisi tak terbatas tapi pada saat ke rusia tanpa persenjataan bahkan amunisi juga tdk bawa Mungkin kelupaan di ukraina,i bukan desa dari nato jokowi kunjung ke ukraina yg berita dengan senjata lengkap dengan amunisi tak batas tapi pada saat ke rusia tanpa senjata bahkan amunisi juga tdk bawa mungkin lupa di ukraina,Netral
753,2022-07-02 22:42:58,sibayan60,Gak aneh gelandangan politik,gak aneh gelandang politik,Netral
754,2022-07-02 22:42:56,tianyeuu,Dana Desa Bisa Digunakan Pencegahan Penyakit Mulut dan Kuku pada Ternak di desa TPPJombang haramain Asharie Thung,dana desa bisa guna cegah sakit mulut dan kuku pada ternak di desa tppjombang haramain asharie thung,Netral
755,2022-07-02 22:42:56,Repul14,Saffira Polri Kamu yg palsu,saffira polri kamu yg palsu,Netral
756,2022-07-02 22:42:53,dedimahardi,mujani Lha yang mengatakan bebek lumpuh sudah punya prestasi atau karya apa saya anggap lelucon saja,mujani lha yang kata bebek lumpuh sudah punya prestasi atau karya apa saya anggap lelucon saja,Netral
757,2022-07-02 22:42:41,wilarmono,Nah loh,nah loh,Netral
758,2022-07-02 22:42:05,AZKASAGITA,AK 47 Kronologis ini masalahnya apa,ak 47 kronologis ini masalah apa,Netral
759,2022-07-02 22:42:00,SoniUwong,Siapa yang nulis tweet Kog jadi ambyar,siapa yang nulis tweet kog jadi ambyar,Netral
760,2022-07-02 22:41:53,MuraiBa33193374,Lestari Putin pengin tatapan muka lebih Deket sama Jokowi,lestari putin pengin tatap muka lebih deket sama jokowi,Netral
761,2022-07-02 22:41:50,inisialFRA,t adhi Memalukan sekali,t adhi malu sekali,Netral
762,2022-07-02 22:41:50,gadabadaknya,jokowi iyhh sun bleh,jokowi iyhh sun bleh,Netral
763,2022-07-02 22:41:29,inisialFRA,Astaghfirullah berani sekali dia seperti itu,astaghfirullah berani sekali dia seperti itu,Netral
764,2022-07-02 22:41:27,melinda_varnas,Anjir ngibullll,anjir ngibullll,Netral
765,2022-07-02 22:41:27,MunawarRachmad,Alhamdulillah Bapak Jokowi dan Rombongan tiba di Indonesia dlm kadaan Aslabar,alhamdulillah bapak jokowi dan rombong tiba di indonesia dlm kada aslabar,Netral
766,2022-07-02 22:41:23,Amar08268285,Korban kebiadaban teroris KKB papua kok gak dipeluk sama ibu negara ya,korban biadab teroris kkb papua kok gak peluk sama ibu negara ya,Netral
767,2022-07-02 22:41:18,ronavioleta,Hahahaha kalau jokowi bayarin utang era Pak harto dan SBY kenapa utang era jokowi sekarang meroket sampai 7 ribu trilyun bong eni,hahahaha kalau jokowi bayarin utang era pak harto dan sby kenapa utang era jokowi sekarang roket sampai 7 ribu trilyun bong eni,Positif
768,2022-07-02 22:41:09,Pakde688668,nakula Pak Jokowi ngomong disaksikan Putin gitu suryo gentolet halu,nakula pak jokowi ngomong saksi putin gitu suryo gentolet halu,Netral
769,2022-07-02 22:40:52,03Kembara,Lagian kajian dino terlalu dangkal untuk konflik ukraina vs rusia ini Kebayang nggak mutunya orang yang pernah kerja dikepresidenan rasa buzzerp,lagi kaji dino terlalu dangkal untuk konflik ukraina vs rusia ini bayang nggak mutu orang yang pernah kerja presiden rasa buzzerp,Netral
770,2022-07-02 22:40:49,MasIskan,opah tulalit Coba cek akun ini isinya penuh kebencian terhadap pemerintah khususnya Jokowi amp PDIP koq bs ya orang benci thd orang yg berbuat banyak tuk negara,opah tulalit coba cek akun ini isi penuh benci hadap perintah khusus jokowi amp pdip koq bs ya orang benci thd orang yg buat banyak tuk negara,Netral
771,2022-07-02 22:40:45,zola_papazola,kebiasaan ngibulnya kebawa terus meski sampai luar negri,biasa ngibulnya bawa terus meski sampai luar negri,Netral
772,2022-07-02 22:40:19,eddysutrisno08,Harap maklum secara ngomong jg ga ngerti apalg paham katanya mau jadi jembatan klo jembatan kehancuran emang iya,harap maklum cara ngomong jg ga ngerti apalg paham kata mau jadi jembatan klo jembatan hancur emang iya,Netral
773,2022-07-02 22:40:02,Nurhadiismail13,achmadi Itulah yang harus dipahami presiden itu kerja tidak sendiri yang kerja juga tidak sama sifatnya ada juga yang bandel tidak mau ikut arahan kita melihat jangan jauh di pemerintahan pak Jokowi saja banyak yang tidak mengikuti arahan pak Jokowi,achmadi itu yang harus paham presiden itu kerja tidak sendiri yang kerja juga tidak sama sifat ada juga yang bandel tidak mau ikut arah kita lihat jangan jauh di perintah pak jokowi saja banyak yang tidak ikut arah pak jokowi,Netral
774,2022-07-02 22:39:53,KAzureus,Ah masa 2 statement yang beda Pastinya ada yang dusta Siapakah kira kira,ah masa 2 statement yang beda pasti ada yang dusta siapa kira kira,Netral
775,2022-07-02 22:39:49,SoniUwong,Ini aiapa yang berdusta,ini aiapa yang dusta,Netral
776,2022-07-02 22:39:43,Amadeus20204,Polri Wah yen aku sik tak percoyo muk bojoku dewe boss klakuane wis luwih ko polisi Salah sithik ra ming disita hapene jan lsg mlebu mbui ra nei jatah neh Boro boro iso ngetweet yen mangan wae gawe dewe ra iso pesen gofood Wkwkwk mlenceng adoh,polri wah yen aku sik tak percoyo muk bojoku dewe boss klakuane wis luwih ko polisi salah sithik ra ming sita hapene jan lsg mlebu mbui ra nei jatah neh boro boro iso ngetweet yen mangan wae gawe dewe ra iso sen gofood wkwkwk mlenceng adoh,Netral
777,2022-07-02 22:39:41,baval_,dah lah SBY aja lah najis bgt Jokowi kacau parah,dah lah sby aja lah najis bgt jokowi kacau parah,Netral
778,2022-07-02 22:39:38,rgeo96_Reborn,Bukankah Jokowi dari partai PDIP Bagaimana sih JawiTengahGumregah IslamKaffah IslamSolusiNegeri Jangan lupa klik dibawah ini islam,bukankah jokowi dari partai pdip bagaimana sih jawitengahgumregah islamkaffah islamsolusinegeri jangan lupa klik bawah ini islam,Netral
779,2022-07-02 22:39:28,YAvokad,Stop Pencitraan kebohongan buzzerp Jokowi kelihatanya Pindah ke timses Ketika tidak dapat tiket prau dari PDIP ri hanya malu yg di dapat,stop citra bohong buzzerp jokowi kelihatanya pindah ke timses ketika tidak dapat tiket prau dari pdip ri hanya malu yg di dapat,Netral
780,2022-07-02 22:39:25,cariviralcom,Ukraina Bantah Zelensky Titip Pesan ke Jokowi untuk Putin Halaman all,ukraina bantah zelensky titip pesan ke jokowi untuk putin halaman all,Netral
781,2022-07-02 22:39:24,EYANGKAKUNG2021,Sudah go internasional Ukraina Bantah Zelensky Titip Pesan ke Jokowi untuk Putin Klik untuk baca,sudah go internasional ukraina bantah zelensky titip pesan ke jokowi untuk putin klik untuk baca,Netral
782,2022-07-02 22:39:20,Aly_fatho,Kepala KSP Moeldoko menegaskan Presiden Jokowi memiliki tekad yang kuat untuk memperjuangkan perdamaian Rusia Ukraina Tyyyytt PenjagaNKRI,kepala ksp moeldoko tegas presiden jokowi milik tekad yang kuat untuk juang damai rusia ukraina tyyyytt penjagankri,Netral
783,2022-07-02 22:39:16,rajawaliasia09,Bangsa Indonesia yg terlahir pada 28 Oktober 1928 Kemudian bangsa itu merdeka 17 Agustus 1945Lalu mendirikan negara pada tanggal 18 Agustus 1945 Dan ini penyelenggara negara jika tak ingin di cap penghianat bangsa RI TNI,bangsa indonesia yg lahir pada 28 oktober 1928 kemudian bangsa itu merdeka 17 agustus 1945lalu diri negara pada tanggal 18 agustus 1945 dan ini selenggara negara jika tak ingin di cap penghianat bangsa ri tni,Netral
784,2022-07-02 22:39:06,Masdjodi1,Momen Prabowo Salat Jumat Bareng Jokowi dan MBZ di Sheikh Zayed Grand Mosque,momen prabowo salat jumat bareng jokowi dan mbz di sheikh zayed grand mosque,Positif
785,2022-07-02 22:39:02,Toejoe48827068,Pak perlu belajar banyak sama bocah itu tentang bagaimana melerai yang lagi bertikai berperang,pak perlu ajar banyak sama bocah itu tentang bagaimana lerai yang lagi tika perang,Netral
786,2022-07-02 22:38:43,GathomUteun,Sampah basi,sampah basi,Netral
787,2022-07-02 22:38:43,ARosidit,Saffira Polri Tidak palsu buktinya saya buat jaminan di bank dapat ratusan juta kok kalau palsu gak mungkin Bank mau menerima kalau mau Hoax yg ril dong Nanti keciduk mewek mintak ampun,saffira polri tidak palsu bukti saya buat jamin di bank dapat ratus juta kok kalau palsu gak mungkin bank mau terima kalau mau hoax yg ril dong nanti ciduk mewek mintak ampun,Netral
788,2022-07-02 22:38:42,lee_hwie,MAHARAN1 Saffira Polri Apa kamu tau Jembut,maharan1 saffira polri apa kamu tau jembut,Netral
789,2022-07-02 22:38:37,moeljon0,gausah protes dong toh dulu kalian2 juga yg dukung RKUHP RKUHP SenjataPembungkam SemuaBisaKena,gausah protes dong toh dulu kalian2 juga yg dukung rkuhp rkuhp senjatapembungkam semuabisakena,Netral
790,2022-07-02 22:38:28,BNewALamp,Pak Dino dg meluruskan komentar yang Bapak sampaikan sebelumnya yg Bapak bilang komentar tsb sebagai intellectual honesty menunjukkan Bapak kurang intelek dalam berkomentar Mohon kedepannya Bapak tidak lupa minum obat,pak dino dg lurus komentar yang bapak sampai belum yg bapak bilang komentar tsb bagai intellectual honesty tunjuk bapak kurang intelek dalam komentar mohon depan bapak tidak lupa minum obat,Positif
791,2022-07-02 22:38:26,MamangArifin,Ciri khas nusantaranya mana pak,ciri khas nusantara mana pak,Netral
792,2022-07-02 22:38:21,IndraToyota2,Contoh konkrit melerai pertikaian itu harus punya power Bukan modal cengar cengir pakai bahasa telepaty ngak kebanyakan bohong lagi supaya punya integritas Klu ngak mampu bahasa ya sudah pakai terjemah Jangan malu maluin,contoh konkrit lerai tikai itu harus punya power bukan modal cengar cengir pakai bahasa telepaty ngak banyak bohong lagi supaya punya integritas klu ngak mampu bahasa ya sudah pakai terjemah jangan malu maluin,Netral
793,2022-07-02 22:38:21,Q_Aher,pak serius bertanya kalau masjid megah begitu apa lbh mudah khusuk mengaduh sm sang Khalik,pak serius tanya kalau masjid megah begitu apa lbh mudah khusuk aduh sm sang khalik,Netral
794,2022-07-02 22:37:50,KAzureus,Iya keren banget,iya keren banget,Netral
795,2022-07-02 22:37:42,Farelfausta12,Sama aja si kyk situ terus2an koar soal jokowi dan pemerintahan skrng,sama aja si kyk situ terus2an koar soal jokowi dan perintah skrng,Netral
796,2022-07-02 22:37:38,AntiCukong,ekokuntadhi waspadalah,ekokuntadhi waspada,Netral
797,2022-07-02 22:37:33,WargaNe86576945,didu Pidato Putin saja membahas tentang pasokan pangan ketersediaan pupuk pertanian investasi sebagian energi lah kita siapa kok jadi juru damai Jokowi saya bilang g ada kepentingan atas konflik ini klo berharap damai memang benar,didu pidato putin saja bahas tentang pasok pangan sedia pupuk tani investasi bagi energi lah kita siapa kok jadi juru damai jokowi saya bilang g ada penting atas konflik ini klo harap damai memang benar,Netral
798,2022-07-02 22:37:29,SugitoAja9,Misi pembawa bencana,misi bawa bencana,Netral
799,2022-07-02 22:37:14,NadyaHilma2,hiburan,hibur,Netral
800,2022-07-02 22:37:13,NoveridaD,Pembohong kelas wahid,bohong kelas wahid,Netral
801,2022-07-02 22:37:11,Hambahagiana,pndkung jokowi y,pndkung jokowi y,Netral
802,2022-07-02 22:37:03,m4t4merah,Badan tipis muke tebel,badan tipis muke tebel,Netral
803,2022-07-02 22:36:57,AntiCukong,ekokuntadhi Cina lagi,ekokuntadhi cina lagi,Netral
804,2022-07-02 22:36:41,Debus_Banten,138 yuntho Semoga aturannya bs diperbaiki sehingga bs dihindari keributan di SPBU Rakyat sdh sulit jgn dipersulit lagi Pak Jokowi bahkan sdh menghimbau agar jgn banyak aturan,138 yuntho moga atur bs baik sehingga bs hindar ribut di spbu rakyat sdh sulit jgn sulit lagi pak jokowi bahkan sdh menghimbau agar jgn banyak atur,Netral
805,2022-07-02 22:36:36,alfaqeer_abdulR,Makanya kalo blm apa2 jgn muji setinggi langit dulu akhirnya kan orang2 pd kepo ingin tau sejauh mana keberhasilannya ternyata zonk malu sendiri bahkan katanyaa Misi dan tujuan kesana itu bukan urusan perdamaian Kata netizen lain siih,makanya kalo blm apa2 jgn muji setinggi langit dulu akhir kan orang2 pd kepo ingin tau jauh mana hasil nyata zonk malu sendiri bahkan katanyaa misi dan tuju kesana itu bukan urus damai kata netizen lain siih,Netral
806,2022-07-02 22:36:17,uchy_woen,Luar biasa pak Jokowi Sehat selalu pak,luar biasa pak jokowi sehat selalu pak,Netral
807,2022-07-02 22:36:12,zalymam,Separah parahnya jaman Jokowi ga ada apa2nya dibanding Jaman Soeharto Bersyukur masih balita pas jaman Soeharto,parah parah jaman jokowi ga ada apa2nya banding jaman soeharto syukur masih balita pas jaman soeharto,Netral
808,2022-07-02 22:36:08,Bagudek67,Saya Memang baca Di Medsosnya Ukraine Bapam Jokowi Gak ada bicara Tentang Perdamaian Kedatangannya cuma ngasi Sumbangan dan ingatkan Undangan G20 Selain intu sama halnya kunjungan biasa,saya memang baca di medsosnya ukraine bapam jokowi gak ada bicara tentang damai datang cuma ngasi sumbang dan ingat undang g20 selain intu sama hal kunjung biasa,Netral
809,2022-07-02 22:36:05,JepiGun23,Niatnya baik mungkin Tp ya gmn gtu Terlalu inisiatif,niat baik mungkin tp ya gmn gtu terlalu inisiatif,Netral
810,2022-07-02 22:35:42,OxHolywinJuly,Piknik ke daerah konflik cuma orang yg punya ajian rawarontek yg mau melakukannya Kalo bodoh jangan diborong semua dong,piknik ke daerah konflik cuma orang yg punya aji rawarontek yg mau laku kalo bodoh jangan borong semua dong,Netral
811,2022-07-02 22:35:39,orbitindonesia_,Presiden Jokowi Diminta Selamatkan Wilayah Wadas Karena Bekas Markas Pangeran Diponegoro,presiden jokowi minta selamat wilayah wadas karena bekas markas pangeran diponegoro,Netral
812,2022-07-02 22:35:31,abjadbiru,Lantas ke sana dalam rangka apa,lantas ke sana dalam rangka apa,Netral
813,2022-07-02 22:35:22,gusuran76,Kompas udah jadi Kadrun tooh,kompas udah jadi kadrun tooh,Netral
814,2022-07-02 22:35:18,barryallen_1st,Gw yakin itulah detik2 saat zalensky nitip pesan ke untuk om putin,gw yakin itu detik2 saat zalensky nitip pesan ke untuk om putin,Netral
815,2022-07-02 22:35:17,Yohan111223,Udah puas dgn 63 M hibah dan dr APBD Jd nambah tambun,udah puas dgn 63 m hibah dan dr apbd jd nambah tambun,Netral
816,2022-07-02 22:35:10,AlfatihRig,Inilah pentingnya memahamj konteks yg sedang di bicarakan klo tdk paham ya seperti inilah jadinya,ini penting memahamj konteks yg sedang di bicara klo tdk paham ya seperti ini jadi,Netral
817,2022-07-02 22:34:51,IndonesiaKadrun,Tetep aja lu tainya dari tai yg gw makan,tetep aja lu tainya dari tai yg gw makan,Netral
818,2022-07-02 22:34:51,kojur_saestu,Sudah ngibul berangkat pake duit rakyat lagi Emang tak punya adab,sudah ngibul berangkat pake duit rakyat lagi emang tak punya adab,Netral
819,2022-07-02 22:34:42,enprihatini,Sehat sentosa bapak Jokowi SMG terwujud tugas di embannya aamiin,sehat sentosa bapak jokowi smg wujud tugas di emban aamiin,Netral
820,2022-07-02 22:34:42,djokokris,Serhii Nikiforov Sekretaris Pers Kantor Kepresidenan Ukraina berujar jika Zelensky ingin mengucapkan sesuatu ke Putin dia akan melakukannya secara terbuka dalam pidato harian buzzerRp nya bercerita kalau perjalanannya sdh sangat membuat perubahan,serhii nikiforov sekretaris pers kantor presiden ukraina ujar jika zelensky ingin ucap sesuatu ke putin dia akan laku cara buka dalam pidato hari buzzerrp nya cerita kalau jalan sdh sangat buat ubah,Netral
821,2022-07-02 22:34:36,Corpatheone86,didu Ayo ayo klw ga mw di panggil cebong tolol bisakah ANDA jelaskan isi pembicaraan presiden jokowi Bisakah ANDA buktikan bahwa pendukung jokowi bnr memperhatikan pekerjaan junjungannya klw ANDA tdk bs menjelaskan percakapan jokowi brrti ANDA mendukung hanya sebatas ikut an,didu ayo ayo klw ga mw di panggil cebong tolol bisa anda jelas isi bicara presiden jokowi bisa anda bukti bahwa dukung jokowi bnr perhati kerja junjung klw anda tdk bs jelas cakap jokowi brrti anda dukung hanya batas ikut an,Netral
822,2022-07-02 22:34:29,MelayuKeris32,Spesis Islam Melayu LIBERAL Indonesia yg juga akan JAHANAMkan Ind sia spt rejim jokowi penyamar Zionis,spesis islam melayu liberal indonesia yg juga akan jahanam ind sia spt rejim jokowi samar zionis,Netral
823,2022-07-02 22:34:19,Zahran20171,Alhamdulilah silarturahmi berjalan,alhamdulilah silarturahmi jalan,Netral
824,2022-07-02 22:34:12,ekatdedi,Kok Jokowi emang kepentingan dia apa disitu masa jabtan g sampai 2 tahun lagi,kok jokowi emang penting dia apa situ masa jabtan g sampai 2 tahun lagi,Netral
825,2022-07-02 22:34:07,gedejangga65,Tolong pak jokowi kasi pak dino jabatan,tolong pak jokowi kasi pak dino jabat,Netral
826,2022-07-02 22:34:01,CebiAntiKadrun,Polri Kita perlu malu polri jangan kita gituin malah polri anggap logika kita rendah apalagi yg teman2 kita laporkan tuit panci yg terdapat ss tuit orang lain nalar kita sangat rendah di mata polri,polri kita perlu malu polri jangan kita gituin malah polri anggap logika kita rendah apalagi yg teman2 kita lapor tuit panci yg dapat ss tuit orang lain nalar kita sangat rendah di mata polri,Netral
827,2022-07-02 22:33:54,Ardiesuhardi1,Rusia Tidak Merespon Misi Perdamaian Jokowi RIBukanNegeriKomunis RIBukanNegeriKomunis Tak Gentar Meski Di bully Usai Kritik Misi Perdamaian Jokowi Dino Patti Djalal Hidup Lebih Nikmat,rusia tidak merespon misi damai jokowi ribukannegerikomunis ribukannegerikomunis tak gentar meski di bully usai kritik misi damai jokowi dino patti djalal hidup lebih nikmat,Netral
828,2022-07-02 22:33:27,BeritalinkNews,Ukraina Bantah Zelensky Titip Pesan ke Jokowi untuk Putin Halaman all,ukraina bantah zelensky titip pesan ke jokowi untuk putin halaman all,Netral
829,2022-07-02 22:33:27,Srianto95408312,AnakKolong Semoga Prabowo bisa menggantikan presiden Jokowi walaupun saingannya cukup kuat seperti Ganjar Pranowo siapapun yang jadi di antara keduanya saya cukup respek dan mendukung,anakkolong moga prabowo bisa ganti presiden jokowi walaupun saing cukup kuat seperti ganjar pranowo siapa yang jadi di antara dua saya cukup respek dan dukung,Netral
830,2022-07-02 22:33:12,ekatdedi,Kok banyak yg nyalahkan Jokowi kepentingan dia apa masa jabatan tinggal 2 tahun kurang Klw mau Demo ya Demo ke DPR kan mereka yg buat mereka yg rancang mereka wakil kalian yg kalian pilih sy mah gak pernah milih mereka krn menurut sy gaguna ga pernah mewakili suara yg memilih,kok banyak yg nyalahkan jokowi penting dia apa masa jabat tinggal 2 tahun kurang klw mau demo ya demo ke dpr kan mereka yg buat mereka yg rancang mereka wakil kalian yg kalian pilih sy mah gak pernah milih mereka krn turut sy gaguna ga pernah wakil suara yg pilih,Netral
831,2022-07-02 22:33:12,ZainurRasi,Namanya juga pendusta selamanya bakal jadi pendusta,nama juga dusta lama bakal jadi dusta,Netral
832,2022-07-02 22:33:10,elpoghu,Waduh siapa yang bohong nich Kebohongan kok dipelihara,waduh siapa yang bohong nich bohong kok pelihara,Netral
833,2022-07-02 22:32:55,Halakhitaan,Jokowi mainya diluar ekspektasi pak Gak harus benteng yg bergerak numbangi RAJA Pionya pun bergerak diam2 Alon2 asal kelakon,jokowi mai luar ekspektasi pak gak harus benteng yg gerak numbangi raja pionya pun gerak diam2 alon2 asal lakon,Netral
834,2022-07-02 22:32:49,WargaNe86576945,Memang pertemuan ini tentang pasokan pangan ketersediaan pupuk energi dan investasi seputar ekonomi Kok bisa buzzers bilang mendamaikan Jokowi saja bilang g ada kepentingan atas konflik ini kok hanya berharap segera damai,memang temu ini tentang pasok pangan sedia pupuk energi dan investasi putar ekonomi kok bisa buzzers bilang damai jokowi saja bilang g ada penting atas konflik ini kok hanya harap segera damai,Netral
835,2022-07-02 22:32:46,SeenTjong,Hahaha Presiden tapi levelnya sekelas tukang bajigur Itu hoby ngibul akan berhenti kalo di mampus,hahaha presiden tapi level kelas tukang bajigur itu hoby ngibul akan henti kalo di mampus,Positif
836,2022-07-02 22:32:42,srihadi12970,Iya deh Jokowi emang Top Tapiboong,iya deh jokowi emang top tapiboong,Positif
837,2022-07-02 22:32:40,TukangJahitICT,didu Putin tau kalo Jokowi ke Ukraina itu ngeluh karena perang bikin impor gandum terganggu Makanya Putin ngasih solusi ke RI bantuan utk produksi pertanian supaya gak tergantung sama Ukraina Masalah perang sm Ukraina mah urusan gue kata Putin,didu putin tau kalo jokowi ke ukraina itu ngeluh karena perang bikin impor gandum ganggu makanya putin ngasih solusi ke ri bantu utk produksi tani supaya gak gantung sama ukraina masalah perang sm ukraina mah urus gue kata putin,Netral
838,2022-07-02 22:32:40,JongLenong,Pingin Gua bilang bangsat sama orang ini,pingin gua bilang bangsat sama orang ini,Netral
839,2022-07-02 22:32:38,gusuran76,Duuh anak kemarin sore kagak tau era Orba sama SBY era Orba pupuk melimpah era Jokowi malah disusahin,duuh anak kemarin sore kagak tau era orba sama sby era orba pupuk limpah era jokowi malah disusahin,Netral
840,2022-07-02 22:32:36,Haroen92678738,Semoga terlaksana tercapai apa yg ingin Presiden pemberani kedamaian kedua negara,moga laksana capai apa yg ingin presiden berani damai dua negara,Netral
841,2022-07-02 22:32:36,DtukD,Saffira Polri Silahkan para tokoh dan sebagian masyarakat Indonesia yang selalu menghina Presiden JOKOWI sebagai Presidennya sendiri semoga ALLAH SWT dapat memberikan kesadaraan dan menginsyafkan mereka,saffira polri silah para tokoh dan bagi masyarakat indonesia yang selalu hina presiden jokowi bagai presiden sendiri moga allah swt dapat beri kesadaraan dan menginsyafkan mereka,Netral
842,2022-07-02 22:32:29,dyontemok,Saffira Polri Nanti mewek ampun ingat tuduhan itu berbalik pada sang penuduh,saffira polri nanti mewek ampun ingat tuduh itu balik pada sang tuduh,Netral
843,2022-07-02 22:32:25,ritageulis,Cuman gara2 poto bgni doang dipuja2 aduh gustiiiiii ramijudh pisan,cuman gara2 poto bgni doang dipuja2 aduh gustiiiiii ramijudh pis,Netral
844,2022-07-02 22:32:23,A1234567890ZQ,Asmara1701 MNW MNW idha achmadi Saewad buka semua ISU SARA amp lainnya KADRUN ANIES BASEDAN GUB GABENER Ancuran Dian BERMAIN POLITIK KITA JUGA MAINKAN,asmara1701 mnw mnw idha achmadi saewad buka semua isu sara amp lain kadrun anies basedan gub gabener ancuran dian main politik kita juga main,Positif
845,2022-07-02 22:32:11,trahkartasura,Ciyusssss,ciyusssss,Netral
846,2022-07-02 22:32:05,enprihatini,SubhanaAlloh walhamdulillah,subhanaalloh walhamdulillah,Netral
